"species"	"contigs"	"genome_size"	"sp"	"sp_ID"
"GCF_000579115.1_Stap_aure_W73676_V1_genomic.fna"	"Staphylococcus_aureus"	28	2778374	"aureus"	"Staphylococcus_aureus__GCF_000579115.1_Stap_aure_W73676_V1_genomic.fna"
"GCF_000579655.1_Stap_aure_M55878_V1_genomic.fna"	"Staphylococcus_aureus"	12	2924861	"aureus"	"Staphylococcus_aureus__GCF_000579655.1_Stap_aure_M55878_V1_genomic.fna"
"GCF_000579675.1_Stap_aure_M55890_V1_genomic.fna"	"Staphylococcus_aureus"	31	2768623	"aureus"	"Staphylococcus_aureus__GCF_000579675.1_Stap_aure_M55890_V1_genomic.fna"
"GCF_000579695.1_Stap_aure_M55902_V1_genomic.fna"	"Staphylococcus_aureus"	14	2885746	"aureus"	"Staphylococcus_aureus__GCF_000579695.1_Stap_aure_M55902_V1_genomic.fna"
"GCF_000579715.1_Stap_aure_M59248_V1_genomic.fna"	"Staphylococcus_aureus"	20	2894572	"aureus"	"Staphylococcus_aureus__GCF_000579715.1_Stap_aure_M59248_V1_genomic.fna"
"GCF_000579735.1_Stap_aure_M59255_V1_genomic.fna"	"Staphylococcus_aureus"	52	2844224	"aureus"	"Staphylococcus_aureus__GCF_000579735.1_Stap_aure_M59255_V1_genomic.fna"
"GCF_000579755.1_Stap_aure_M59257_V1_genomic.fna"	"Staphylococcus_aureus"	20	2846607	"aureus"	"Staphylococcus_aureus__GCF_000579755.1_Stap_aure_M59257_V1_genomic.fna"
"GCF_000579795.1_Stap_aure_M70013_V1_genomic.fna"	"Staphylococcus_aureus"	36	2856111	"aureus"	"Staphylococcus_aureus__GCF_000579795.1_Stap_aure_M70013_V1_genomic.fna"
"GCF_000579815.1_Stap_aure_T15889_V1_genomic.fna"	"Staphylococcus_aureus"	26	2750807	"aureus"	"Staphylococcus_aureus__GCF_000579815.1_Stap_aure_T15889_V1_genomic.fna"
"GCF_000587135.1_Stap_aure_M86943_V1_genomic.fna"	"Staphylococcus_aureus"	19	2860029	"aureus"	"Staphylococcus_aureus__GCF_000587135.1_Stap_aure_M86943_V1_genomic.fna"
"GCF_000587155.1_Stap_aure_M86940_V1_genomic.fna"	"Staphylococcus_aureus"	14	2858823	"aureus"	"Staphylococcus_aureus__GCF_000587155.1_Stap_aure_M86940_V1_genomic.fna"
"GCF_000587175.1_Stap_aure_M79686_V1_genomic.fna"	"Staphylococcus_aureus"	21	2910028	"aureus"	"Staphylococcus_aureus__GCF_000587175.1_Stap_aure_M79686_V1_genomic.fna"
"GCF_000587195.1_Stap_aure_M79671_V1_genomic.fna"	"Staphylococcus_aureus"	57	2819846	"aureus"	"Staphylococcus_aureus__GCF_000587195.1_Stap_aure_M79671_V1_genomic.fna"
"GCF_000587215.1_Stap_aure_M79256_V1_genomic.fna"	"Staphylococcus_aureus"	34	2895872	"aureus"	"Staphylococcus_aureus__GCF_000587215.1_Stap_aure_M79256_V1_genomic.fna"
"GCF_000587235.1_Stap_aure_M79254_V1_genomic.fna"	"Staphylococcus_aureus"	26	2903816	"aureus"	"Staphylococcus_aureus__GCF_000587235.1_Stap_aure_M79254_V1_genomic.fna"
"GCF_000587255.1_Stap_aure_M72097_V1_genomic.fna"	"Staphylococcus_aureus"	16	2878194	"aureus"	"Staphylococcus_aureus__GCF_000587255.1_Stap_aure_M72097_V1_genomic.fna"
"GCF_000587275.1_Stap_aure_M70018_V1_genomic.fna"	"Staphylococcus_aureus"	20	2860375	"aureus"	"Staphylococcus_aureus__GCF_000587275.1_Stap_aure_M70018_V1_genomic.fna"
"GCF_000587295.1_Stap_aure_M70017_V1_genomic.fna"	"Staphylococcus_aureus"	14	2863735	"aureus"	"Staphylococcus_aureus__GCF_000587295.1_Stap_aure_M70017_V1_genomic.fna"
"GCF_000587315.1_Stap_aure_M67938_V1_genomic.fna"	"Staphylococcus_aureus"	21	2880363	"aureus"	"Staphylococcus_aureus__GCF_000587315.1_Stap_aure_M67938_V1_genomic.fna"
"GCF_000587335.1_Stap_aure_M42184_V1_genomic.fna"	"Staphylococcus_aureus"	61	2864891	"aureus"	"Staphylococcus_aureus__GCF_000587335.1_Stap_aure_M42184_V1_genomic.fna"
"GCF_000587355.1_Stap_aure_M17074_V1_genomic.fna"	"Staphylococcus_aureus"	55	2894338	"aureus"	"Staphylococcus_aureus__GCF_000587355.1_Stap_aure_M17074_V1_genomic.fna"
"GCF_000593765.1_Stap_aure_F12856_V1_genomic.fna"	"Staphylococcus_aureus"	21	2884383	"aureus"	"Staphylococcus_aureus__GCF_000593765.1_Stap_aure_F12856_V1_genomic.fna"
"GCF_000593805.1_Stap_aure_M24487_V1_genomic.fna"	"Staphylococcus_aureus"	28	2927993	"aureus"	"Staphylococcus_aureus__GCF_000593805.1_Stap_aure_M24487_V1_genomic.fna"
"GCF_000593825.1_Stap_aure_T23068_V1_genomic.fna"	"Staphylococcus_aureus"	27	2827351	"aureus"	"Staphylococcus_aureus__GCF_000593825.1_Stap_aure_T23068_V1_genomic.fna"
"GCF_000593945.1_Stap_aure_M16597_V1_genomic.fna"	"Staphylococcus_aureus"	27	2925006	"aureus"	"Staphylococcus_aureus__GCF_000593945.1_Stap_aure_M16597_V1_genomic.fna"
"GCF_000593965.1_Stap_aure_M13048_V1_genomic.fna"	"Staphylococcus_aureus"	12	2929152	"aureus"	"Staphylococcus_aureus__GCF_000593965.1_Stap_aure_M13048_V1_genomic.fna"
"GCF_000593985.1_Stap_aure_H85008_V1_genomic.fna"	"Staphylococcus_aureus"	11	2871838	"aureus"	"Staphylococcus_aureus__GCF_000593985.1_Stap_aure_H85008_V1_genomic.fna"
"GCF_000594285.1_Stap_aure_M53356_V1_genomic.fna"	"Staphylococcus_aureus"	13	2848913	"aureus"	"Staphylococcus_aureus__GCF_000594285.1_Stap_aure_M53356_V1_genomic.fna"
"GCF_000594305.1_Stap_aure_M49691_V1_genomic.fna"	"Staphylococcus_aureus"	17	2927078	"aureus"	"Staphylococcus_aureus__GCF_000594305.1_Stap_aure_M49691_V1_genomic.fna"
"GCF_000594345.1_Stap_aure_H58198_V1_genomic.fna"	"Staphylococcus_aureus"	11	2895837	"aureus"	"Staphylococcus_aureus__GCF_000594345.1_Stap_aure_H58198_V1_genomic.fna"
"GCF_000594365.1_Stap_aure_H58177_V1_genomic.fna"	"Staphylococcus_aureus"	10	2893574	"aureus"	"Staphylococcus_aureus__GCF_000594365.1_Stap_aure_H58177_V1_genomic.fna"
"GCF_000594725.1_Stap_aure_H84958_V1_genomic.fna"	"Staphylococcus_aureus"	20	2866632	"aureus"	"Staphylococcus_aureus__GCF_000594725.1_Stap_aure_H84958_V1_genomic.fna"
"GCF_000596285.1_Stap_aure_DAR5859_V1_genomic.fna"	"Staphylococcus_aureus"	70	2886652	"aureus"	"Staphylococcus_aureus__GCF_000596285.1_Stap_aure_DAR5859_V1_genomic.fna"
"GCF_000596305.1_Stap_aure_DAR5861_V1_genomic.fna"	"Staphylococcus_aureus"	77	2891879	"aureus"	"Staphylococcus_aureus__GCF_000596305.1_Stap_aure_DAR5861_V1_genomic.fna"
"GCF_000596325.1_Stap_aure_DAR5862_V1_genomic.fna"	"Staphylococcus_aureus"	66	2844523	"aureus"	"Staphylococcus_aureus__GCF_000596325.1_Stap_aure_DAR5862_V1_genomic.fna"
"GCF_000596345.1_Stap_aure_DAR5863_V1_genomic.fna"	"Staphylococcus_aureus"	67	2845223	"aureus"	"Staphylococcus_aureus__GCF_000596345.1_Stap_aure_DAR5863_V1_genomic.fna"
"GCF_000596365.1_Stap_aure_DAR5864_V1_genomic.fna"	"Staphylococcus_aureus"	79	2851083	"aureus"	"Staphylococcus_aureus__GCF_000596365.1_Stap_aure_DAR5864_V1_genomic.fna"
"GCF_000596405.1_Stap_aure_DAR5867_V1_genomic.fna"	"Staphylococcus_aureus"	82	2838226	"aureus"	"Staphylococcus_aureus__GCF_000596405.1_Stap_aure_DAR5867_V1_genomic.fna"
"GCF_000596705.1_Stap_aure_M32688_V1_genomic.fna"	"Staphylococcus_aureus"	13	2922796	"aureus"	"Staphylococcus_aureus__GCF_000596705.1_Stap_aure_M32688_V1_genomic.fna"
"GCF_000596865.1_Stap_aure_T83715_V1_genomic.fna"	"Staphylococcus_aureus"	33	2804126	"aureus"	"Staphylococcus_aureus__GCF_000596865.1_Stap_aure_T83715_V1_genomic.fna"
"GCF_000596925.1_Stap_aure_H41109_V1_genomic.fna"	"Staphylococcus_aureus"	17	2943164	"aureus"	"Staphylococcus_aureus__GCF_000596925.1_Stap_aure_H41109_V1_genomic.fna"
"GCF_000596945.1_Stap_aure_F76239_V1_genomic.fna"	"Staphylococcus_aureus"	19	2939153	"aureus"	"Staphylococcus_aureus__GCF_000596945.1_Stap_aure_F76239_V1_genomic.fna"
"GCF_000596985.1_Stap_aure_W70659_V1_genomic.fna"	"Staphylococcus_aureus"	18	2913858	"aureus"	"Staphylococcus_aureus__GCF_000596985.1_Stap_aure_W70659_V1_genomic.fna"
"GCF_000601685.1_Stap_aure_M62794_V1_genomic.fna"	"Staphylococcus_aureus"	23	2870535	"aureus"	"Staphylococcus_aureus__GCF_000601685.1_Stap_aure_M62794_V1_genomic.fna"
"GCF_000601725.1_Stap_aure_T25283_V1_genomic.fna"	"Staphylococcus_aureus"	24	2886697	"aureus"	"Staphylococcus_aureus__GCF_000601725.1_Stap_aure_T25283_V1_genomic.fna"
"GCF_000602025.1_Stap_aure_M72087_V1_genomic.fna"	"Staphylococcus_aureus"	93	2821739	"aureus"	"Staphylococcus_aureus__GCF_000602025.1_Stap_aure_M72087_V1_genomic.fna"
"GCF_000602045.1_Stap_aure_T16600_V1_genomic.fna"	"Staphylococcus_aureus"	158	2715162	"aureus"	"Staphylococcus_aureus__GCF_000602045.1_Stap_aure_T16600_V1_genomic.fna"
"GCF_000602505.1_Stap_aure_M42212_V1_genomic.fna"	"Staphylococcus_aureus"	16	2942094	"aureus"	"Staphylococcus_aureus__GCF_000602505.1_Stap_aure_M42212_V1_genomic.fna"
"GCF_000602525.1_Stap_aure_M57729_V1_genomic.fna"	"Staphylococcus_aureus"	20	2898909	"aureus"	"Staphylococcus_aureus__GCF_000602525.1_Stap_aure_M57729_V1_genomic.fna"
"GCF_000602545.1_Stap_aure_M79667_V1_genomic.fna"	"Staphylococcus_aureus"	22	2908189	"aureus"	"Staphylococcus_aureus__GCF_000602545.1_Stap_aure_M79667_V1_genomic.fna"
"GCF_000602585.1_Stap_aure_T42550_V1_genomic.fna"	"Staphylococcus_aureus"	25	2893108	"aureus"	"Staphylococcus_aureus__GCF_000602585.1_Stap_aure_T42550_V1_genomic.fna"
"GCF_000603165.1_Stap_aure_H65856_V1_genomic.fna"	"Staphylococcus_aureus"	96	2740878	"aureus"	"Staphylococcus_aureus__GCF_000603165.1_Stap_aure_H65856_V1_genomic.fna"
"GCF_000604585.1_Stap_aure_F12915_V1_genomic.fna"	"Staphylococcus_aureus"	101	2839099	"aureus"	"Staphylococcus_aureus__GCF_000604585.1_Stap_aure_F12915_V1_genomic.fna"
"GCF_000604705.1_Stap_aure_T28653_V1_genomic.fna"	"Staphylococcus_aureus"	44	2924974	"aureus"	"Staphylococcus_aureus__GCF_000604705.1_Stap_aure_T28653_V1_genomic.fna"
"GCF_000604965.1_Stap_aure_H12662_V1_genomic.fna"	"Staphylococcus_aureus"	20	2885797	"aureus"	"Staphylococcus_aureus__GCF_000604965.1_Stap_aure_H12662_V1_genomic.fna"
"GCF_000605085.1_Stap_aure_H43690_V1_genomic.fna"	"Staphylococcus_aureus"	25	2810194	"aureus"	"Staphylococcus_aureus__GCF_000605085.1_Stap_aure_H43690_V1_genomic.fna"
"GCF_000605105.1_Stap_aure_H43700_V1_genomic.fna"	"Staphylococcus_aureus"	46	2852582	"aureus"	"Staphylococcus_aureus__GCF_000605105.1_Stap_aure_H43700_V1_genomic.fna"
"GCF_000605125.1_Stap_aure_H81901_V1_genomic.fna"	"Staphylococcus_aureus"	36	2811176	"aureus"	"Staphylococcus_aureus__GCF_000605125.1_Stap_aure_H81901_V1_genomic.fna"
"GCF_003131045.1_15_genomic.fna"	"Staphylococcus_aureus"	22	3029009	"aureus"	"Staphylococcus_aureus__GCF_003131045.1_15_genomic.fna"
"GCF_000605285.1_Stap_aure_M24416_V1_genomic.fna"	"Staphylococcus_aureus"	12	2931715	"aureus"	"Staphylococcus_aureus__GCF_000605285.1_Stap_aure_M24416_V1_genomic.fna"
"GCF_000605305.1_Stap_aure_M24418_V1_genomic.fna"	"Staphylococcus_aureus"	20	2935019	"aureus"	"Staphylococcus_aureus__GCF_000605305.1_Stap_aure_M24418_V1_genomic.fna"
"GCF_000605325.1_Stap_aure_M24419_V1_genomic.fna"	"Staphylococcus_aureus"	54	2832029	"aureus"	"Staphylococcus_aureus__GCF_000605325.1_Stap_aure_M24419_V1_genomic.fna"
"GCF_000605425.1_Stap_aure_M79664_V1_genomic.fna"	"Staphylococcus_aureus"	59	2895409	"aureus"	"Staphylococcus_aureus__GCF_000605425.1_Stap_aure_M79664_V1_genomic.fna"
"GCF_000605445.1_Stap_aure_M79673_V1_genomic.fna"	"Staphylococcus_aureus"	46	2906828	"aureus"	"Staphylococcus_aureus__GCF_000605445.1_Stap_aure_M79673_V1_genomic.fna"
"GCF_000605465.1_Stap_aure_M83332_V1_genomic.fna"	"Staphylococcus_aureus"	55	2869843	"aureus"	"Staphylococcus_aureus__GCF_000605465.1_Stap_aure_M83332_V1_genomic.fna"
"GCF_000605485.1_Stap_aure_M90396_V1_genomic.fna"	"Staphylococcus_aureus"	50	2936141	"aureus"	"Staphylococcus_aureus__GCF_000605485.1_Stap_aure_M90396_V1_genomic.fna"
"GCF_000605965.1_Stap_aure_W42255_V1_genomic.fna"	"Staphylococcus_aureus"	14	2894084	"aureus"	"Staphylococcus_aureus__GCF_000605965.1_Stap_aure_W42255_V1_genomic.fna"
"GCF_000605985.1_Stap_aure_W42298_110712_V1_genomic.fna"	"Staphylococcus_aureus"	59	2771501	"aureus"	"Staphylococcus_aureus__GCF_000605985.1_Stap_aure_W42298_110712_V1_genomic.fna"
"GCF_000606465.1_Stap_aure_H64570_V1_genomic.fna"	"Staphylococcus_aureus"	15	2868763	"aureus"	"Staphylococcus_aureus__GCF_000606465.1_Stap_aure_H64570_V1_genomic.fna"
"GCF_000606585.1_Stap_aure_M17301_V1_genomic.fna"	"Staphylococcus_aureus"	49	2831633	"aureus"	"Staphylococcus_aureus__GCF_000606585.1_Stap_aure_M17301_V1_genomic.fna"
"GCF_000606625.1_Stap_aure_M25139_V1_genomic.fna"	"Staphylococcus_aureus"	39	2813437	"aureus"	"Staphylococcus_aureus__GCF_000606625.1_Stap_aure_M25139_V1_genomic.fna"
"GCF_000606645.1_Stap_aure_M64056_V1_genomic.fna"	"Staphylococcus_aureus"	53	2779549	"aureus"	"Staphylococcus_aureus__GCF_000606645.1_Stap_aure_M64056_V1_genomic.fna"
"GCF_000606665.1_Stap_aure_M66410_V1_genomic.fna"	"Staphylococcus_aureus"	44	2893902	"aureus"	"Staphylococcus_aureus__GCF_000606665.1_Stap_aure_M66410_V1_genomic.fna"
"GCF_000606745.1_Stap_aure_T15898_V1_genomic.fna"	"Staphylococcus_aureus"	64	2909180	"aureus"	"Staphylococcus_aureus__GCF_000606745.1_Stap_aure_T15898_V1_genomic.fna"
"GCF_000607925.1_Stap_aure_DAR3624_V1_genomic.fna"	"Staphylococcus_aureus"	11	2797759	"aureus"	"Staphylococcus_aureus__GCF_000607925.1_Stap_aure_DAR3624_V1_genomic.fna"
"GCF_000607965.1_Stap_aure_DAR3628_V1_genomic.fna"	"Staphylococcus_aureus"	10	2853309	"aureus"	"Staphylococcus_aureus__GCF_000607965.1_Stap_aure_DAR3628_V1_genomic.fna"
"GCF_000608145.1_Stap_aure_DAR3767_V1_genomic.fna"	"Staphylococcus_aureus"	13	2900939	"aureus"	"Staphylococcus_aureus__GCF_000608145.1_Stap_aure_DAR3767_V1_genomic.fna"
"GCF_000608165.1_Stap_aure_DAR3772_V1_genomic.fna"	"Staphylococcus_aureus"	17	2907911	"aureus"	"Staphylococcus_aureus__GCF_000608165.1_Stap_aure_DAR3772_V1_genomic.fna"
"GCF_000609065.1_Stap_aure_DAR951_V1_genomic.fna"	"Staphylococcus_aureus"	50	2965621	"aureus"	"Staphylococcus_aureus__GCF_000609065.1_Stap_aure_DAR951_V1_genomic.fna"
"GCF_000610805.1_Stap_aure_DAR5889_V1_genomic.fna"	"Staphylococcus_aureus"	7	2963787	"aureus"	"Staphylococcus_aureus__GCF_000610805.1_Stap_aure_DAR5889_V1_genomic.fna"
"GCF_000610825.1_Stap_aure_DAR5888_V1_genomic.fna"	"Staphylococcus_aureus"	13	3003955	"aureus"	"Staphylococcus_aureus__GCF_000610825.1_Stap_aure_DAR5888_V1_genomic.fna"
"GCF_000610865.1_Stap_aure_DAR5886_V1_genomic.fna"	"Staphylococcus_aureus"	17	2992125	"aureus"	"Staphylococcus_aureus__GCF_000610865.1_Stap_aure_DAR5886_V1_genomic.fna"
"GCF_000610945.1_Stap_aure_DAR5872_V1_genomic.fna"	"Staphylococcus_aureus"	6	2955753	"aureus"	"Staphylococcus_aureus__GCF_000610945.1_Stap_aure_DAR5872_V1_genomic.fna"
"GCF_000610965.1_Stap_aure_DAR5871_V1_genomic.fna"	"Staphylococcus_aureus"	13	2919159	"aureus"	"Staphylococcus_aureus__GCF_000610965.1_Stap_aure_DAR5871_V1_genomic.fna"
"GCF_000611005.1_Stap_aure_DAR5869_V1_genomic.fna"	"Staphylococcus_aureus"	32	2963554	"aureus"	"Staphylococcus_aureus__GCF_000611005.1_Stap_aure_DAR5869_V1_genomic.fna"
"GCF_000611025.1_Stap_aure_DAR5868_V1_genomic.fna"	"Staphylococcus_aureus"	10	2988913	"aureus"	"Staphylococcus_aureus__GCF_000611025.1_Stap_aure_DAR5868_V1_genomic.fna"
"GCF_000622915.1_Stap_aure_DAR3769_V1_genomic.fna"	"Staphylococcus_aureus"	16	2810345	"aureus"	"Staphylococcus_aureus__GCF_000622915.1_Stap_aure_DAR3769_V1_genomic.fna"
"GCF_000636375.1_Stap_aure_110802495_V1_genomic.fna"	"Staphylococcus_aureus"	30	2742746	"aureus"	"Staphylococcus_aureus__GCF_000636375.1_Stap_aure_110802495_V1_genomic.fna"
"GCF_000636395.1_Stap_aure_1110601704_V1_genomic.fna"	"Staphylococcus_aureus"	50	2787099	"aureus"	"Staphylococcus_aureus__GCF_000636395.1_Stap_aure_1110601704_V1_genomic.fna"
"GCF_000636415.1_Stap_aure_1110601896_V1_genomic.fna"	"Staphylococcus_aureus"	29	2750534	"aureus"	"Staphylococcus_aureus__GCF_000636415.1_Stap_aure_1110601896_V1_genomic.fna"
"GCF_000636435.1_Stap_aure_1110700562_V1_genomic.fna"	"Staphylococcus_aureus"	30	2714341	"aureus"	"Staphylococcus_aureus__GCF_000636435.1_Stap_aure_1110700562_V1_genomic.fna"
"GCF_000636495.1_Stap_aure_1110802883_V1_genomic.fna"	"Staphylococcus_aureus"	31	2719589	"aureus"	"Staphylococcus_aureus__GCF_000636495.1_Stap_aure_1110802883_V1_genomic.fna"
"GCF_000636535.1_Stap_aure_1110807699_V1_genomic.fna"	"Staphylococcus_aureus"	26	2736908	"aureus"	"Staphylococcus_aureus__GCF_000636535.1_Stap_aure_1110807699_V1_genomic.fna"
"GCF_000636555.1_Stap_aure_1110904178_V1_genomic.fna"	"Staphylococcus_aureus"	42	2769194	"aureus"	"Staphylococcus_aureus__GCF_000636555.1_Stap_aure_1110904178_V1_genomic.fna"
"GCF_000636575.1_Stap_aure_1111000175_V1_genomic.fna"	"Staphylococcus_aureus"	47	2746103	"aureus"	"Staphylococcus_aureus__GCF_000636575.1_Stap_aure_1111000175_V1_genomic.fna"
"GCF_000636595.1_Stap_aure_1111000177_V1_genomic.fna"	"Staphylococcus_aureus"	61	2739542	"aureus"	"Staphylococcus_aureus__GCF_000636595.1_Stap_aure_1111000177_V1_genomic.fna"
"GCF_000636615.1_Stap_aure_1111100370_V1_genomic.fna"	"Staphylococcus_aureus"	56	2723869	"aureus"	"Staphylococcus_aureus__GCF_000636615.1_Stap_aure_1111100370_V1_genomic.fna"
"GCF_000636635.1_Stap_aure_1111101949_V1_genomic.fna"	"Staphylococcus_aureus"	28	2720409	"aureus"	"Staphylococcus_aureus__GCF_000636635.1_Stap_aure_1111101949_V1_genomic.fna"
"GCF_000636655.1_Stap_aure_1111102620_V1_genomic.fna"	"Staphylococcus_aureus"	33	2737193	"aureus"	"Staphylococcus_aureus__GCF_000636655.1_Stap_aure_1111102620_V1_genomic.fna"
"GCF_000636675.1_Stap_aure_1111200013_V1_genomic.fna"	"Staphylococcus_aureus"	44	2801121	"aureus"	"Staphylococcus_aureus__GCF_000636675.1_Stap_aure_1111200013_V1_genomic.fna"
"GCF_000636695.1_Stap_aure_1111203374_V1_genomic.fna"	"Staphylococcus_aureus"	45	2752286	"aureus"	"Staphylococcus_aureus__GCF_000636695.1_Stap_aure_1111203374_V1_genomic.fna"
"GCF_000637975.1_Stap_aure_5670-1_V1_genomic.fna"	"Staphylococcus_aureus"	39	2794969	"aureus"	"Staphylococcus_aureus__GCF_000637975.1_Stap_aure_5670-1_V1_genomic.fna"
"GCF_000638435.1_Stap_aure_BG407_V1_genomic.fna"	"Staphylococcus_aureus"	45	2807898	"aureus"	"Staphylococcus_aureus__GCF_000638435.1_Stap_aure_BG407_V1_genomic.fna"
"GCF_000638975.1_Stap_aure_DICM09_00997-9HST2_V1_genomic.fna"	"Staphylococcus_aureus"	53	2893243	"aureus"	"Staphylococcus_aureus__GCF_000638975.1_Stap_aure_DICM09_00997-9HST2_V1_genomic.fna"
"GCF_000639455.1_Stap_aure_MRSA-118_V1_genomic.fna"	"Staphylococcus_aureus"	27	2829441	"aureus"	"Staphylococcus_aureus__GCF_000639455.1_Stap_aure_MRSA-118_V1_genomic.fna"
"GCF_000639475.1_Stap_aure_MRSA-136_V1_genomic.fna"	"Staphylococcus_aureus"	48	2847825	"aureus"	"Staphylococcus_aureus__GCF_000639475.1_Stap_aure_MRSA-136_V1_genomic.fna"
"GCF_000639495.1_Stap_aure_MSSA-93_V1_genomic.fna"	"Staphylococcus_aureus"	39	2768173	"aureus"	"Staphylococcus_aureus__GCF_000639495.1_Stap_aure_MSSA-93_V1_genomic.fna"
"GCF_000639535.1_Stap_aure_N1343_V1_genomic.fna"	"Staphylococcus_aureus"	36	2704326	"aureus"	"Staphylococcus_aureus__GCF_000639535.1_Stap_aure_N1343_V1_genomic.fna"
"GCF_000639575.1_Stap_aure_PA11_V1_genomic.fna"	"Staphylococcus_aureus"	32	2697456	"aureus"	"Staphylococcus_aureus__GCF_000639575.1_Stap_aure_PA11_V1_genomic.fna"
"GCF_000639595.1_Stap_aure_PA57_V1_genomic.fna"	"Staphylococcus_aureus"	30	2713249	"aureus"	"Staphylococcus_aureus__GCF_000639595.1_Stap_aure_PA57_V1_genomic.fna"
"GCF_000639615.1_Stap_aure_R0294_V1_genomic.fna"	"Staphylococcus_aureus"	68	2890494	"aureus"	"Staphylococcus_aureus__GCF_000639615.1_Stap_aure_R0294_V1_genomic.fna"
"GCF_000639655.1_Stap_aure_R0357_V1_genomic.fna"	"Staphylococcus_aureus"	46	2841049	"aureus"	"Staphylococcus_aureus__GCF_000639655.1_Stap_aure_R0357_V1_genomic.fna"
"GCF_000639675.1_Stap_aure_R0487_V1_genomic.fna"	"Staphylococcus_aureus"	47	2836609	"aureus"	"Staphylococcus_aureus__GCF_000639675.1_Stap_aure_R0487_V1_genomic.fna"
"GCF_000639695.1_Stap_aure_R0545_V1_genomic.fna"	"Staphylococcus_aureus"	58	2826945	"aureus"	"Staphylococcus_aureus__GCF_000639695.1_Stap_aure_R0545_V1_genomic.fna"
"GCF_000639715.1_Stap_aure_R0611_V1_genomic.fna"	"Staphylococcus_aureus"	52	2833496	"aureus"	"Staphylococcus_aureus__GCF_000639715.1_Stap_aure_R0611_V1_genomic.fna"
"GCF_000639735.1_Stap_aure_R0615_V1_genomic.fna"	"Staphylococcus_aureus"	55	2874094	"aureus"	"Staphylococcus_aureus__GCF_000639735.1_Stap_aure_R0615_V1_genomic.fna"
"GCF_000639755.1_Stap_aure_Rd_3_V1_genomic.fna"	"Staphylococcus_aureus"	43	2756995	"aureus"	"Staphylococcus_aureus__GCF_000639755.1_Stap_aure_Rd_3_V1_genomic.fna"
"GCF_000639775.1_Stap_aure_Rd_40_V1_genomic.fna"	"Staphylococcus_aureus"	30	2773355	"aureus"	"Staphylococcus_aureus__GCF_000639775.1_Stap_aure_Rd_40_V1_genomic.fna"
"GCF_000639795.1_Stap_aure_Rd_51_V1_genomic.fna"	"Staphylococcus_aureus"	29	2798345	"aureus"	"Staphylococcus_aureus__GCF_000639795.1_Stap_aure_Rd_51_V1_genomic.fna"
"GCF_000639815.1_Stap_aure_Rd_545_V1_genomic.fna"	"Staphylococcus_aureus"	44	2873820	"aureus"	"Staphylococcus_aureus__GCF_000639815.1_Stap_aure_Rd_545_V1_genomic.fna"
"GCF_000639835.1_Stap_aure_Rd_60_V1_genomic.fna"	"Staphylococcus_aureus"	31	2777201	"aureus"	"Staphylococcus_aureus__GCF_000639835.1_Stap_aure_Rd_60_V1_genomic.fna"
"GCF_000639855.1_Stap_aure_Rd_614_V1_genomic.fna"	"Staphylococcus_aureus"	32	2854709	"aureus"	"Staphylococcus_aureus__GCF_000639855.1_Stap_aure_Rd_614_V1_genomic.fna"
"GCF_000967405.1_ASM96740v1_genomic.fna"	"Staphylococcus_aureus"	2	2783022	"aureus"	"Staphylococcus_aureus__GCF_000967405.1_ASM96740v1_genomic.fna"
"GCF_000639895.1_Stap_aure_S56_POEL_V1_genomic.fna"	"Staphylococcus_aureus"	68	2851226	"aureus"	"Staphylococcus_aureus__GCF_000639895.1_Stap_aure_S56_POEL_V1_genomic.fna"
"GCF_000639915.1_Stap_aure_S62_POEL_V1_genomic.fna"	"Staphylococcus_aureus"	51	2866674	"aureus"	"Staphylococcus_aureus__GCF_000639915.1_Stap_aure_S62_POEL_V1_genomic.fna"
"GCF_000639935.1_Stap_aure_S69_POEL_V1_genomic.fna"	"Staphylococcus_aureus"	57	2809736	"aureus"	"Staphylococcus_aureus__GCF_000639935.1_Stap_aure_S69_POEL_V1_genomic.fna"
"GCF_000639955.1_Stap_aure_SARM_C4155_V1_genomic.fna"	"Staphylococcus_aureus"	34	2745046	"aureus"	"Staphylococcus_aureus__GCF_000639955.1_Stap_aure_SARM_C4155_V1_genomic.fna"
"GCF_000639975.1_Stap_aure_SARM_C5621_V1_genomic.fna"	"Staphylococcus_aureus"	27	2767459	"aureus"	"Staphylococcus_aureus__GCF_000639975.1_Stap_aure_SARM_C5621_V1_genomic.fna"
"GCF_000639995.1_Stap_aure_Sau_194_V1_genomic.fna"	"Staphylococcus_aureus"	37	2801202	"aureus"	"Staphylococcus_aureus__GCF_000639995.1_Stap_aure_Sau_194_V1_genomic.fna"
"GCF_000647295.1_Stap_aure_ZTA09_03576-8HST_V1_genomic.fna"	"Staphylococcus_aureus"	41	2858892	"aureus"	"Staphylococcus_aureus__GCF_000647295.1_Stap_aure_ZTA09_03576-8HST_V1_genomic.fna"
"GCF_000682795.1_Stap_aure_ZTA11_03130-3ST_V1_genomic.fna"	"Staphylococcus_aureus"	53	2917894	"aureus"	"Staphylococcus_aureus__GCF_000682795.1_Stap_aure_ZTA11_03130-3ST_V1_genomic.fna"
"GCF_000684295.1_Stap_aure_VE08_02242ST1_V1_genomic.fna"	"Staphylococcus_aureus"	42	2765594	"aureus"	"Staphylococcus_aureus__GCF_000684295.1_Stap_aure_VE08_02242ST1_V1_genomic.fna"
