"IS431s_start" "IS431s_len" "IS431s_end" "IS431s_dir" "IS1272s_start" "IS1272s_len" "IS1272s_end" "IS1272s_dir" "mecI_start" "mecI_len" "mecI_end" "mecI_dir" "mecR_start" "mecR_len" "mecR_end" "mecR_dir" "mecA_start" "mecA_len" "mecA_end" "mecA_dir" "IS431e_start" "IS431e_len" "IS431e_end" "IS431e_dir" "IS431_10bp" "assembly" "GCF_ID" "contig" "species" "contig_length" "assembly_strand" "mecA_to_end_length" "end_length" "mecR_to_end_length" "mecR_end_length" "mecR_len_simple" "mecI_present" "IS1272_present" "IS431s_present" "mecR_type" "ISs_status" "mec_class" "mec_class_inferred"
"3797" "-" "-" "-" "-" "35230" "1637" "36866" ">" "-" "-" "-" "-" "37120" "975" "38094" "<" "38191" "2010" "40200" ">" "42776" "675" "43450" ">" "0" "GCF_001287585.1_12673_5" "GCF_001287585.1" "NZ_CYNY01000004.1" "Staphylococcus_aureus" 328095 "plus" 38191 5000 37120 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3798" "-" "-" "-" "-" "6104" "1637" "7740" ">" "-" "-" "-" "-" "4876" "975" "5850" "<" "2770" "2010" "4779" ">" "517" "675" "1191" ">" "0" "GCF_001184325.1_ASM11843" "GCF_001184325.1" "NZ_LFEB02000003.1" "Staphylococcus_aureus" 18992 "minus" 14213 5000 13142 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3799" "-" "-" "-" "-" "43344" "1637" "44980" ">" "-" "-" "-" "-" "42116" "975" "43090" "<" "40010" "2010" "42019" ">" "36548" "675" "37222" ">" "0" "GCF_000636315.1_Stap_aure_08143-5" "GCF_000636315.1" "NZ_KK218362.1" "Staphylococcus_aureus" 53431 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3800" "-" "-" "-" "-" "188674" "1637" "190310" ">" "-" "-" "-" "-" "190564" "975" "191538" "<" "191635" "2010" "193644" ">" "196220" "675" "196894" ">" "0" "GCF_001287565.1_12673" "GCF_001287565.1" "NZ_CYNO01000002.1" "Staphylococcus_aureus" 481424 "plus" 191635 5000 190564 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3801" "-" "-" "-" "-" "43172" "1637" "44808" ">" "-" "-" "-" "-" "41944" "975" "42918" "<" "39838" "2010" "41847" ">" "36548" "675" "37222" ">" "0" "GCF_000636295.1_Stap_aure_08142-8" "GCF_000636295.1" "NZ_KK218291.1" "Staphylococcus_aureus" 53259 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3802" "-" "-" "-" "-" "<1327843" "1608" "1329450" ">" "-" "-" "-" "-" "1329685" "975" "1330659" "<" "1330756" "2010" "1332765" ">" "1335341" "675" "1336015" ">" "0" "GCF_001183725.2_ASM11837" "GCF_001183725.2" "NZ_CP012120.2" "Staphylococcus_aureus" 2864345 "plus" 1330756 5000 1329685 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3803" "-" "-" "-" "-" "5960" "1637" "7596" ">" "-" "-" "-" "-" "4732" "975" "5706" "<" "2626" "2010" "4635" ">" "-" "-" "-" "-" "0" "GCF_001287525.1_12673_1" "GCF_001287525.1" "NZ_CYPK01000012.1" "Staphylococcus_aureus" 41217 "minus" 36582 5000 35511 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3804" "-" "-" "-" "-" "5018" "1637" "6654" ">" "-" "-" "-" "-" "3790" "975" "4764" "<" "1684" "2010" "3693" ">" "-" "-" "-" "-" "0" "GCF_000647115.1_Stap_aure_VET1912R" "GCF_000647115.1" "NZ_KK240339.1" "Staphylococcus_aureus" 15105 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3805" "-" "-" "-" "-" "2066986" "1608" ">2068593" ">" "-" "-" "-" "-" "2065777" "975" "2066751" "<" "2063671" "2010" "2065680" ">" "2060541" "675" "2061215" ">" "0" "GCF_001183705.3_ASM11837" "GCF_001183705.3" "NZ_CP012119.2" "Staphylococcus_aureus" 2917985 "minus" 852305 5000 851234 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3806" "-" "-" "-" "-" "31865" "1637" "33501" ">" "-" "-" "-" "-" "33755" "975" "34729" "<" "34826" "2010" "36835" ">" "-" "-" "-" "-" "0" "GCF_001287505.1_11641" "GCF_001287505.1" "NZ_CYJG01000010.1" "Staphylococcus_aureus" 39460 "plus" 34826 5000 33755 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3807" "-" "-" "-" "-" "43664" "1637" "45300" ">" "-" "-" "-" "-" "42436" "975" "43410" "<" "40330" "2010" "42339" ">" "36548" "675" "37222" ">" "0" "GCF_000647095.1_Stap_aure_VET1911R" "GCF_000647095.1" "NZ_KK240289.1" "Staphylococcus_aureus" 53751 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3808" "-" "-" "-" "-" "4938" "1637" "6574" ">" "-" "-" "-" "-" "3710" "975" "4684" "<" "1604" "2010" "3613" ">" "-" "-" "-" "-" "0" "GCF_000595525.1_Stap_aure_DAR5816" "GCF_000595525.1" "NZ_JFPS01000024.1" "Staphylococcus_aureus" 19626 "minus" 16013 5000 14942 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3809" "-" "-" "-" "-" "5143" "1637" "6779" ">" "-" "-" "-" "-" "3915" "975" "4889" "<" "1809" "2010" "3818" ">" "-" "-" "-" "-" "0" "GCF_000647035.1_Stap_aure_VET1906R" "GCF_000647035.1" "NZ_KK240184.1" "Staphylococcus_aureus" 15230 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3810" "-" "-" "-" "-" "5143" "1637" "6779" ">" "-" "-" "-" "-" "3915" "975" "4889" "<" "1809" "2010" "3818" ">" "-" "-" "-" "-" "0" "GCF_000646955.1_Stap_aure_VET1899R" "GCF_000646955.1" "NZ_KK240029.1" "Staphylococcus_aureus" 15230 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3811" "-" "-" "-" "-" "598744" "1637" "600380" ">" "-" "-" "-" "-" "597516" "975" "598490" "<" "595410" "2010" "597419" ">" "592120" "675" "592794" ">" "0" "GCF_000647855.2_ASM6478" "GCF_000647855.2" "NZ_KK240906.1" "Staphylococcus_aureus" 1051381 "minus" 453962 5000 452891 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3812" "50622" "675" "51296" "<" "-" "-" "-" "-" "-" "-" "-" "-" "50474" "92" "50565" "<" "48368" "2010" "50377" ">" "44235" "675" "44909" ">" "1" "GCF_000646935.1_Stap_aure_VET1897R" "GCF_000646935.1" "NZ_KK239976.1" "Staphylococcus_aureus" 61628 "minus" 11251 5000 11063 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"3813" "-" "-" "-" "-" "5138" "1637" "6774" ">" "-" "-" "-" "-" "3910" "975" "4884" "<" "1804" "2010" "3813" ">" "-" "-" "-" "-" "0" "GCF_000595365.1_Stap_aure_DAR5806" "GCF_000595365.1" "NZ_JFPK01000010.1" "Staphylococcus_aureus" 83929 "minus" 80116 5000 79045 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3814" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "3732" "2010" "5741" ">" "442" "675" "1116" ">" "0" "GCF_000647735.1_Sau0519" "GCF_000647735.1" "NZ_JFAR01000134.1" "Staphylococcus_aureus" NA "minus" NA NA NA NA "-" 0 0 0 "-" "Absent" "NT" "NT"
"3815" "-" "-" "-" "-" "6957" "1614" "8570" ">" "-" "-" "-" "-" "5839" "975" "6813" "<" "3733" "2010" "5742" ">" "443" "675" "1117" ">" "0" "GCF_000647715.1_Sau052117" "GCF_000647715.1" "NZ_JFAU01000051.1" "Staphylococcus_aureus" 16239 "minus" 10497 5000 9426 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3816" "-" "-" "-" "-" "43219" "1637" "44855" ">" "-" "-" "-" "-" "41991" "975" "42965" "<" "39885" "2010" "41894" ">" "36548" "675" "37222" ">" "0" "GCF_000646875.1_Stap_aure_VET1892R" "GCF_000646875.1" "NZ_KK239867.1" "Staphylococcus_aureus" 53306 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3817" "-" "-" "-" "-" "4938" "1637" "6574" ">" "-" "-" "-" "-" "3710" "975" "4684" "<" "1604" "2010" "3613" ">" "-" "-" "-" "-" "0" "GCF_000595285.1_Stap_aure_DAR5802" "GCF_000595285.1" "NZ_JFPG01000029.1" "Staphylococcus_aureus" 19698 "minus" 16085 5000 15014 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3818" "-" "-" "-" "-" "115180" "1637" "116816" ">" "-" "-" "-" "-" "117070" "975" "118044" "<" "118141" "2010" "120150" ">" "122726" "675" "123400" ">" "0" "GCF_001262375.1_7738_4" "GCF_001262375.1" "NZ_CSGF01000002.1" "Staphylococcus_aureus" 407587 "plus" 118141 5000 117070 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3819" "-" "-" "-" "-" "19235" "1637" "20871" ">" "-" "-" "-" "-" "18007" "975" "18981" "<" "15901" "2010" "17910" ">" "12156" "675" "12830" ">" "0" "GCF_000646815.1_Stap_aure_VET1884R" "GCF_000646815.1" "NZ_KK239769.1" "Staphylococcus_aureus" 29322 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3820" "-" "-" "-" "-" "66356" "1637" "67992" ">" "-" "-" "-" "-" "68246" "975" "69220" "<" "69317" "2010" "71326" ">" "-" "-" "-" "-" "0" "GCF_001262255.1_7738" "GCF_001262255.1" "NZ_CSJG01000009.1" "Staphylococcus_aureus" 73951 "plus" 69317 5000 68246 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3821" "-" "-" "-" "-" "4938" "1637" "6574" ">" "-" "-" "-" "-" "3710" "975" "4684" "<" "1604" "2010" "3613" ">" "-" "-" "-" "-" "0" "GCF_000595265.1_Stap_aure_DAR5801" "GCF_000595265.1" "NZ_JFPF01000030.1" "Staphylococcus_aureus" 19626 "minus" 16013 5000 14942 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3822" "-" "-" "-" "-" "5111" "306" ">5417" ">" "-" "-" "-" "-" "3902" "975" "4876" "<" "1796" "2010" "3805" ">" "-" "-" "-" "-" "0" "GCF_001262215.1_9235" "GCF_001262215.1" "NZ_CSCD01000043.1" "Staphylococcus_aureus" 5417 "minus" 1612 1612 541 541 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3823" "-" "-" "-" "-" "66367" "1637" "68003" ">" "-" "-" "-" "-" "68257" "975" "69231" "<" "69328" "2010" "71337" ">" "-" "-" "-" "-" "0" "GCF_001262175.1_7738_4" "GCF_001262175.1" "NZ_CSJM01000008.1" "Staphylococcus_aureus" 73962 "plus" 69328 5000 68257 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3824" "-" "-" "-" "-" "43337" "1637" "44973" ">" "-" "-" "-" "-" "42109" "975" "43083" "<" "40003" "2010" "42012" ">" "36548" "675" "37222" ">" "0" "GCF_000646755.1_Stap_aure_VET1875R" "GCF_000646755.1" "NZ_KK239634.1" "Staphylococcus_aureus" 53424 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3825" "-" "-" "-" "-" "5138" "1637" "6774" ">" "-" "-" "-" "-" "3910" "975" "4884" "<" "1804" "2010" "3813" ">" "-" "-" "-" "-" "0" "GCF_000595205.1_Stap_aure_DAR5798" "GCF_000595205.1" "NZ_JFPC01000018.1" "Staphylococcus_aureus" 53220 "minus" 49407 5000 48336 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3826" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "41944" "46" "41989" "<" "39838" "2010" "41847" ">" "36548" "675" "37222" ">" "0" "GCF_000646715.1_Stap_aure_VET1872R" "GCF_000646715.1" "NZ_KK239555.1" "Staphylococcus_aureus" 42080 "minus" 233 233 91 91 "NT_0-99" 0 0 0 "NT_0-99" "Absent" "NT" "NT"
"3827" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "-" "3790" "46" "3835" "<" "1684" "2010" "3693" ">" "-" "-" "-" "-" "0" "GCF_000646695.1_Stap_aure_VET1871R" "GCF_000646695.1" "NZ_KK239520.1" "Staphylococcus_aureus" 3926 "minus" 233 233 91 91 "NT_0-99" 0 0 0 "NT_0-99" "Absent" "NT" "NT"
"3828" "-" "-" "-" "-" "5018" "1637" "6654" ">" "-" "-" "-" "-" "3790" "975" "4764" "<" "1684" "2010" "3693" ">" "-" "-" "-" "-" "0" "GCF_000646675.1_Stap_aure_VET1868R" "GCF_000646675.1" "NZ_KK239466.1" "Staphylococcus_aureus" 15105 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3829" "-" "-" "-" "-" "6033" "1637" "7669" ">" "-" "-" "-" "-" "4805" "975" "5779" "<" "2699" "2010" "4708" ">" "<1" "123" "123" ">" "0" "GCF_001076515.1_ASM10765" "GCF_001076515.1" "NZ_JVFO01000069.1" "Staphylococcus_aureus" 25148 "minus" 20440 5000 19369 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3830" "-" "-" "-" "-" "-" "-" "-" "-" "48021" "372" "48392" "<" "46264" "1758" "48021" "<" "44158" "2010" "46167" ">" "41905" "675" "42579" ">" "0" "GCF_000622955.1_Stap_aure_DAR2070" "GCF_000622955.1" "NZ_JGNP01000005.1" "Staphylococcus_aureus" 53791 "minus" 7624 5000 5770 5000 "type2" 1 0 0 "type2" "Absent" "A" "NT"
"3831" "-" "-" "-" "-" "-" "-" "-" "-" "6159" "372" "6530" "<" "4402" "1758" "6159" "<" "2296" "2010" "4305" ">" "43" "675" "717" ">" "0" "GCF_001076165.1_ASM10761" "GCF_001076165.1" "NZ_JVTU01000056.1" "Staphylococcus_aureus" 18529 "minus" 14224 5000 12370 5000 "type2" 1 0 0 "type2" "Absent" "A" "NT"
"3832" "-" "-" "-" "-" "-" "-" "-" "-" "42675" "372" "43046" "<" "40918" "1758" "42675" "<" "38812" "2010" "40821" ">" "36559" "675" "37233" ">" "0" "GCF_000622935.1_Stap_aure_DAR3907" "GCF_000622935.1" "NZ_JGNO01000003.1" "Staphylococcus_aureus" 48445 "minus" 7624 5000 5770 5000 "type2" 1 0 0 "type2" "Absent" "A" "NT"
"3833" "-" "-" "-" "-" "-" "-" "-" "-" "49541" "372" "49912" "<" "47784" "1758" "49541" "<" "45678" "2010" "47687" ">" "43425" "675" "44099" ">" "0" "GCF_000622915.1_Stap_aure_DAR3769" "GCF_000622915.1" "NZ_JGNN01000007.1" "Staphylococcus_aureus" 55313 "minus" 7626 5000 5772 5000 "type2" 1 0 0 "type2" "Absent" "A" "NT"
"3834" "-" "-" "-" "-" "5018" "1637" "6654" ">" "-" "-" "-" "-" "3790" "975" "4764" "<" "1684" "2010" "3693" ">" "-" "-" "-" "-" "0" "GCF_000646615.1_Stap_aure_VET1865R" "GCF_000646615.1" "NZ_KK239378.1" "Staphylococcus_aureus" 15105 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3835" "-" "-" "-" "-" "6644" "1637" "8280" ">" "-" "-" "-" "-" "5416" "975" "6390" "<" "3310" "2010" "5319" ">" "61" "674" "734" ">" "0" "GCF_001068265.1_ASM10682" "GCF_001068265.1" "NZ_JUMC01000121.1" "Staphylococcus_aureus" 16740 "minus" 11421 5000 10350 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3836" "3887" "675" "4561" "<" "-" "-" "-" "-" "-" "-" "-" "-" "3739" "92" "3830" "<" "1633" "2010" "3642" ">" "-" "-" "-" "-" "1" "GCF_000646595.1_Stap_aure_VET1861R" "GCF_000646595.1" "NZ_KK239332.1" "Staphylococcus_aureus" 15247 "minus" 11605 5000 11417 5000 "NT_0-99" 0 0 1 "NT_0-99" "Present" "NT" "NT"
"3837" "-" "-" "-" "-" "5939" "1637" "7575" ">" "-" "-" "-" "-" "4711" "975" "5685" "<" "2605" "2010" "4614" ">" "-" "-" "-" "-" "0" "GCF_001068255.1_ASM10682" "GCF_001068255.1" "NZ_JUMD01000044.1" "Staphylococcus_aureus" 7714 "minus" 3100 3100 2029 2029 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3838" "-" "-" "-" "-" "-" "-" "-" "-" "5449" "372" "5820" "<" "3692" "1758" "5449" "<" "1586" "2010" "3595" ">" "-" "-" "-" "-" "0" "GCF_001068235.1_ASM10682" "GCF_001068235.1" "NZ_JUME01000022.1" "Staphylococcus_aureus" 11186 "minus" 7591 5000 5737 5000 "type2" 1 0 0 "type2" "Absent" "A" "NT"
"3839" "-" "-" "-" "-" "140" "1637" "1776" ">" "-" "-" "-" "-" "2030" "975" "3004" "<" "3101" "2010" "5110" ">" "-" "-" "-" "-" "0" "GCF_001068155.1_ASM10681" "GCF_001068155.1" "NZ_JUMW01000123.1" "Staphylococcus_aureus" 7692 "plus" 3101 3101 2030 2030 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3840" "-" "-" "-" "-" "5018" "1637" "6654" ">" "-" "-" "-" "-" "3790" "975" "4764" "<" "1684" "2010" "3693" ">" "-" "-" "-" "-" "0" "GCF_000646535.1_Stap_aure_VET1856R" "GCF_000646535.1" "NZ_KK239190.1" "Staphylococcus_aureus" 15105 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3841" "-" "-" "-" "-" "43172" "1637" "44808" ">" "-" "-" "-" "-" "41944" "975" "42918" "<" "39838" "2010" "41847" ">" "36548" "675" "37222" ">" "0" "GCF_000646515.1_Stap_aure_VET1855R" "GCF_000646515.1" "NZ_KK239114.1" "Staphylococcus_aureus" 53259 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3842" "-" "-" "-" "-" "5123" "1637" "6759" ">" "-" "-" "-" "-" "3895" "975" "4869" "<" "1789" "2010" "3798" ">" "-" "-" "-" "-" "0" "GCF_001067735.1_ASM10677" "GCF_001067735.1" "NZ_JULK01000130.1" "Staphylococcus_aureus" 15265 "minus" 11467 5000 10396 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3843" "-" "-" "-" "-" "5018" "1637" "6654" ">" "-" "-" "-" "-" "3790" "975" "4764" "<" "1684" "2010" "3693" ">" "-" "-" "-" "-" "0" "GCF_000646495.1_Stap_aure_VET1854R" "GCF_000646495.1" "NZ_KK239085.1" "Staphylococcus_aureus" 15044 "minus" 11351 5000 10280 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3844" "-" "-" "-" "-" "140" "1637" "1776" ">" "-" "-" "-" "-" "2030" "975" "3004" "<" "3101" "2010" "5110" ">" "-" "-" "-" "-" "0" "GCF_001067705.1_ASM10677" "GCF_001067705.1" "NZ_JUMI01000013.1" "Staphylococcus_aureus" 7714 "plus" 3101 3101 2030 2030 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3845" "-" "-" "-" "-" "-" "-" "-" "-" "5480" "372" "5851" "<" "3723" "1758" "5480" "<" "1617" "2010" "3626" ">" "-" "-" "-" "-" "0" "GCF_000594945.1_Stap_aure_DAR126" "GCF_000594945.1" "NZ_JFOP01000025.1" "Staphylococcus_aureus" 11250 "minus" 7624 5000 5770 5000 "type2" 1 0 0 "type2" "Absent" "A" "NT"
"3846" "-" "-" "-" "-" "43172" "1637" "44808" ">" "-" "-" "-" "-" "41944" "975" "42918" "<" "39838" "2010" "41847" ">" "36548" "675" "37222" ">" "0" "GCF_000646475.1_Stap_aure_VET1853R" "GCF_000646475.1" "NZ_KK239012.1" "Staphylococcus_aureus" 53259 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3847" "-" "-" "-" "-" "5127" "1637" "6763" ">" "-" "-" "-" "-" "3899" "975" "4873" "<" "1793" "2010" "3802" ">" "-" "-" "-" "-" "0" "GCF_000594925.1_Stap_aure_DAR133" "GCF_000594925.1" "NZ_JFOO01000038.1" "Staphylococcus_aureus" 19869 "minus" 16067 5000 14996 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3848" "-" "-" "-" "-" "5155" "1637" "6791" ">" "-" "-" "-" "-" "3927" "975" "4901" "<" "1821" "2010" "3830" ">" "-" "-" "-" "-" "0" "GCF_000646455.1_Stap_aure_VET1852R" "GCF_000646455.1" "NZ_KK238969.1" "Staphylococcus_aureus" 15242 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3849" "-" "-" "-" "-" "6106" "1637" "7742" ">" "-" "-" "-" "-" "4878" "975" "5852" "<" "2772" "2010" "4781" ">" "<1" "236" "236" ">" "0" "GCF_000594905.1_Stap_aure_F36091" "GCF_000594905.1" "NZ_JFSO01000013.1" "Staphylococcus_aureus" 40236 "minus" 35455 5000 34384 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3850" "-" "-" "-" "-" "6144" "1637" "7780" ">" "-" "-" "-" "-" "4916" "975" "5890" "<" "2810" "2010" "4819" ">" "<1" "234" "234" ">" "0" "GCF_000594885.1_Stap_aure_F45779" "GCF_000594885.1" "NZ_JFSN01000013.1" "Staphylococcus_aureus" 40130 "minus" 35311 5000 34240 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3851" "-" "-" "-" "-" "6287" "1637" "7923" ">" "-" "-" "-" "-" "5059" "975" "6033" "<" "2953" "2010" "4962" ">" "<1" "377" "377" ">" "0" "GCF_000594865.1_Stap_aure_F64897" "GCF_000594865.1" "NZ_JFSM01000011.1" "Staphylococcus_aureus" 16823 "minus" 11861 5000 10790 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3852" "-" "-" "-" "-" "6287" "1637" "7923" ">" "-" "-" "-" "-" "5059" "975" "6033" "<" "2953" "2010" "4962" ">" "<1" "377" "377" ">" "0" "GCF_000594845.1_Stap_aure_H31085" "GCF_000594845.1" "NZ_JFSL01000013.1" "Staphylococcus_aureus" 40418 "minus" 35456 5000 34385 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3853" "-" "-" "-" "-" "-" "-" "-" "-" "12000" "372" "12371" "<" "12371" "1758" "14128" "<" "14225" "2010" "16234" ">" "17813" "675" "18487" ">" "0" "GCF_001067075.1_ASM10670" "GCF_001067075.1" "NZ_JUVU01000030.1" "Staphylococcus_aureus" 18548 "plus" 14225 5000 12371 5000 "type2" 1 0 0 "type2" "Absent" "A" "NT"
"3854" "-" "-" "-" "-" "6287" "1637" "7923" ">" "-" "-" "-" "-" "5059" "975" "6033" "<" "2953" "2010" "4962" ">" "<1" "377" "377" ">" "0" "GCF_000594825.1_Stap_aure_H65853" "GCF_000594825.1" "NZ_JFSK01000014.1" "Staphylococcus_aureus" 40275 "minus" 35313 5000 34242 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3855" "-" "-" "-" "-" "19714" "1637" "21350" ">" "-" "-" "-" "-" "21604" "975" "22578" "<" "22675" "2010" "24684" ">" "27300" "675" "27974" ">" "0" "GCF_001067055.1_ASM10670" "GCF_001067055.1" "NZ_JUVZ01000039.1" "Staphylococcus_aureus" 40061 "plus" 22675 5000 21604 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3856" "-" "-" "-" "-" "6491" "1637" "8127" ">" "-" "-" "-" "-" "5263" "975" "6237" "<" "3157" "2010" "5166" ">" "<1" "581" "581" ">" "0" "GCF_000594805.1_Stap_aure_H71778" "GCF_000594805.1" "NZ_JFSJ01000009.1" "Staphylococcus_aureus" 40418 "minus" 35252 5000 34181 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3857" "-" "-" "-" "-" "6585" "1637" "8221" ">" "-" "-" "-" "-" "5357" "975" "6331" "<" "3251" "2010" "5260" ">" "1" "675" "675" ">" "0" "GCF_000594785.1_Stap_aure_H72152" "GCF_000594785.1" "NZ_JFSI01000008.1" "Staphylococcus_aureus" 40402 "minus" 35142 5000 34071 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3858" "-" "-" "-" "-" "5960" "1637" "7596" ">" "-" "-" "-" "-" "4732" "975" "5706" "<" "2626" "2010" "4635" ">" "-" "-" "-" "-" "0" "GCF_000594765.1_Stap_aure_H75430" "GCF_000594765.1" "NZ_JFSH01000010.1" "Staphylococcus_aureus" 39770 "minus" 35135 5000 34064 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3859" "-" "-" "-" "-" "5018" "1637" "6654" ">" "-" "-" "-" "-" "3790" "975" "4764" "<" "1684" "2010" "3693" ">" "-" "-" "-" "-" "0" "GCF_000646295.1_Stap_aure_VET1843R" "GCF_000646295.1" "NZ_KK238619.1" "Staphylococcus_aureus" 15105 "minus" 11412 5000 10341 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3860" "-" "-" "-" "-" "45185" "1637" "46821" ">" "-" "-" "-" "-" "43957" "975" "44931" "<" "41851" "2010" "43860" ">" "38078" "675" "38752" ">" "0" "GCF_000610705.1_Stap_aure_DAR3179" "GCF_000610705.1" "NZ_KK099698.1" "Staphylococcus_aureus" 1544707 "minus" 1500847 5000 1499776 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3861" "-" "-" "-" "-" "6242" "1637" "7878" ">" "-" "-" "-" "-" "5014" "975" "5988" "<" "2908" "2010" "4917" ">" "<1" "332" "332" ">" "0" "GCF_000594745.1_Stap_aure_H84956" "GCF_000594745.1" "NZ_JFSG01000010.1" "Staphylococcus_aureus" 40038 "minus" 35121 5000 34050 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3862" "-" "-" "-" "-" "18403" "1637" "20039" ">" "-" "-" "-" "-" "17175" "975" "18149" "<" "15069" "2010" "17078" ">" "11779" "675" "12453" ">" "0" "GCF_000646275.1_Stap_aure_VET1839R" "GCF_000646275.1" "NZ_KK238559.1" "Staphylococcus_aureus" 116174 "minus" 99096 5000 98025 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3863" "-" "-" "-" "-" "6287" "1637" "7923" ">" "-" "-" "-" "-" "5059" "975" "6033" "<" "2953" "2010" "4962" ">" "<1" "377" "377" ">" "0" "GCF_000594725.1_Stap_aure_H84958" "GCF_000594725.1" "NZ_JFSF01000003.1" "Staphylococcus_aureus" 480267 "minus" 475305 5000 474234 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3864" "-" "-" "-" "-" "5018" "1637" "6654" ">" "-" "-" "-" "-" "3790" "975" "4764" "<" "1684" "2010" "3693" ">" "-" "-" "-" "-" "0" "GCF_000646255.1_Stap_aure_VET1838R" "GCF_000646255.1" "NZ_KK238535.1" "Staphylococcus_aureus" 15114 "minus" 11421 5000 10350 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3865" "-" "-" "-" "-" "36101" "1637" "37737" ">" "-" "-" "-" "-" "37991" "975" "38965" "<" "39062" "2010" "41071" ">" "43607" "675" "44281" ">" "0" "GCF_001237765.1_4351" "GCF_001237765.1" "NZ_CTRY01000011.1" "Staphylococcus_aureus" 86726 "plus" 39062 5000 37991 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
"3866" "-" "-" "-" "-" "42461" "1637" "44097" ">" "-" "-" "-" "-" "41233" "975" "42207" "<" "39127" "2010" "41136" ">" "35877" "675" "36551" ">" "0" "GCF_000594705.1_Stap_aure_M79684" "GCF_000594705.1" "NZ_JFSE01000011.1" "Staphylococcus_aureus" 76338 "minus" 35202 5000 34131 5000 "type4" 0 1 0 "type4" "Present" "B" "NT"
